mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
no_retrieval_full,No Retrieval,no_retrieval,full,msmarco_9722,0,84,27,111,provider,1261,0.170213,0.173913,0.142412,0.0,0.0,[],"Unfortunately, the provided documents are empty, so the evidence is insufficient to answer the question about what a parkerized finish is.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,msmarco_9722,3,402,80,482,provider,2280,0.294737,0.521739,0.421813,0.0,0.0,"[""msmarco_9722_p6"", ""msmarco_9722_p5"", ""msmarco_9722_p7""]","A parkerized finish is a non-reflective, matte-type finish, typically black in color, produced by a chemical reaction with the metal itself. It is also known as a phosphate finish and is often used on military weapons to prevent reflecting sunlight. The finish is durable, but its corrosion resistance and wear are considered poor compared to other coatings. It is commonly used on service or duty-type weapons",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,msmarco_9722,5,597,80,677,provider,2371,0.322581,0.565217,0.45772,0.0,0.0,"[""msmarco_9722_p6"", ""msmarco_9722_p5"", ""msmarco_9722_p7"", ""msmarco_9722_p2"", ""msmarco_9722_p0""]","A parkerized finish is a non-reflective, matte-type finish, typically black, produced by a chemical reaction with the metal itself. It is also known as a phosphate finish and is used to prevent corrosion and wear. The process involves transforming the surface of the steel into a rust-resistant manganese or zinc phosphate layer. Parkerizing is commonly used on firearms, particularly military weapons, to prevent reflecting",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,msmarco_9722,7,820,80,900,provider,2294,0.304348,0.521739,0.434075,0.356207,0.166667,"[""msmarco_9722_p6"", ""msmarco_9722_p5"", ""msmarco_9722_p7"", ""msmarco_9722_p2"", ""msmarco_9722_p0"", ""msmarco_9722_p1"", ""msmarco_9658_p1""]","A parkerized finish is a non-reflective, matte-type finish, typically black in color, used on military weapons and other metal surfaces to prevent corrosion and wear. It is a chemical phosphate conversion coating, also known as a phosphate finish, that is produced by a chemical reaction with the metal itself, rather than being painted on. This finish is more durable than a blued finish, but",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,msmarco_9722,10,1141,80,1221,provider,2373,0.382979,0.695652,0.464785,0.356207,0.166667,"[""msmarco_9722_p6"", ""msmarco_9722_p5"", ""msmarco_9722_p7"", ""msmarco_9722_p2"", ""msmarco_9722_p0"", ""msmarco_9722_p1"", ""msmarco_9658_p1"", ""msmarco_9750_p5"", ""msmarco_9722_p3"", ""msmarco_9722_p4""]","A parkerized finish is a non-reflective, matte-type finish (usually black or grey) that is used to protect steel surfaces from corrosion and wear. It is produced by a chemical reaction with the metal itself, rather than being painted on, and is commonly used on firearms and other metal parts. The process involves the application of a chemical phosphate conversion coating, which creates a protective layer on",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,msmarco_9722,7,820,80,900,provider,2366,0.304348,0.521739,0.426951,0.356207,0.166667,"[""msmarco_9722_p6"", ""msmarco_9722_p5"", ""msmarco_9722_p7"", ""msmarco_9722_p2"", ""msmarco_9722_p0"", ""msmarco_9722_p1"", ""msmarco_9658_p1""]","A parkerized finish is a non-reflective, matte-type finish (black) produced by a chemical reaction with the metal itself, also known as a phosphate finish. It is used on military weapons to prevent reflecting sunlight and is more durable than a blued finish, but has poor corrosion resistance and wear. It is commonly used on firearms and automobiles to protect unfinished metal parts from corrosion.",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,msmarco_9722,1,210,60,270,provider,1923,0.266667,0.347826,0.403305,0.0,0.0,"[""msmarco_9722_p6""]","A parkerized finish is a non-reflective, matte-type finish (black) used on military weapons to prevent reflecting sunlight and giving away a soldier's position. It is also called a phosphate finish and is produced by a chemical reaction with the metal itself, rather than being painted on.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,msmarco_9722,3,313,63,376,provider,2070,0.293333,0.391304,0.310602,0.0,0.0,"[""msmarco_9722_p6"", ""msmarco_9722_p5"", ""msmarco_9722_p7""]","A parkerized finish is a non-reflective, matte-type finish, typically black in color. It is a phosphate finish that is more durable than a blued finish, making it suitable for service or duty-type weapons. However, it has poor corrosion resistance and wear, which may affect its longevity.",False,,376,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,msmarco_9722,1,149,19,168,provider,1041,0.157895,0.086957,0.238519,0.0,0.0,"[""msmarco_9722_p6""]","A parkerized finish is a non-reflective matte type finish, typically black.",False,,168,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,msmarco_9722,1,149,19,168,provider,1207,0.157895,0.086957,0.238519,0.0,0.0,"[""msmarco_9722_p6""]","A parkerized finish is a non-reflective matte type finish, typically black.",False,ultra_route:claim_or_focused_evidence,168,0
no_retrieval_full,No Retrieval,no_retrieval,full,msmarco_9682,0,85,29,114,provider,1177,0.074074,0.2,0.361811,0.0,0.0,[],"Unfortunately, the documents provided are empty, so the evidence is insufficient to answer the question about the age range for bulimia nervosa.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,msmarco_9682,3,594,41,635,provider,1411,0.222222,0.8,0.407459,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4""]","The age range for bulimia nervosa is from as young as 9 years old to adults into their mid-40s and older, with an average age of onset of 18 years.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,msmarco_9682,5,890,41,931,provider,1354,0.222222,0.8,0.401524,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5""]","The age range for bulimia nervosa is from as young as 9 years old to adults in their mid-40s and older, with an average age of onset of 18 years.",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,msmarco_9682,7,1202,41,1243,provider,1485,0.222222,0.8,0.401524,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5"", ""msmarco_9682_p2"", ""msmarco_9682_p8""]","The age range for bulimia nervosa is from as young as 9 years old to adults in their mid-40s and older, with an average age of onset of 18 years.",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,msmarco_9682,10,1619,80,1699,provider,2258,0.092308,0.6,0.407648,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5"", ""msmarco_9682_p2"", ""msmarco_9682_p8"", ""msmarco_9682_p6"", ""msmarco_9682_p0"", ""msmarco_9747_p4""]","The age range for bulimia nervosa is typically between 12-25 years old, with the average age of onset being 18 years old. However, it can occur in children as young as 9 and adults into their mid-40s and older.

This information is based on the provided documents, specifically Document 1 and Document 9. Document 1 states that ""The",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,msmarco_9682,5,890,41,931,provider,1424,0.222222,0.8,0.407459,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5""]","The age range for bulimia nervosa is from as young as 9 years old to adults into their mid-40s and older, with an average age of onset of 18 years.",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,msmarco_9682,9,1525,55,1580,provider,1691,0.130435,0.6,0.396524,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5"", ""msmarco_9682_p2"", ""msmarco_9682_p8"", ""msmarco_9682_p6"", ""msmarco_9682_p0""]","The age range for bulimia nervosa is typically between 12-25 years old, with the average age of onset being 18 years old. However, it can occur in children as young as 9 and adults into their mid-40s and older.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,msmarco_9682,8,991,58,1049,provider,1858,0.163265,0.8,0.397614,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5"", ""msmarco_9682_p2"", ""msmarco_9682_p8"", ""msmarco_9682_p6""]","The age range for bulimia nervosa is typically between 9 and 45 years old, with the average age of onset being 18 years. According to the documents, it can occur in children as young as 9 and adults into their mid-40s and older.",False,,1049,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,msmarco_9682,9,1187,53,1240,provider,1858,0.090909,0.4,0.377077,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5"", ""msmarco_9682_p2"", ""msmarco_9682_p8"", ""msmarco_9682_p6"", ""msmarco_9682_p0""]","The age range for bulimia nervosa is typically between 12-25 years, with the average age of onset being 18 years. However, it can occur in children as young as 9 and adults into their mid-40s and older.",False,,1240,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,msmarco_9682,9,1187,53,1240,provider,1641,0.090909,0.4,0.377077,1.0,1.0,"[""msmarco_9682_p1"", ""msmarco_9682_p3"", ""msmarco_9682_p4"", ""msmarco_9682_p7"", ""msmarco_9682_p5"", ""msmarco_9682_p2"", ""msmarco_9682_p8"", ""msmarco_9682_p6"", ""msmarco_9682_p0""]","The age range for bulimia nervosa is typically between 12-25 years, with the average age of onset being 18 years. However, it can occur in children as young as 9 and adults into their mid-40s and older.",False,ultra_route:claim_or_focused_evidence,1240,0
no_retrieval_full,No Retrieval,no_retrieval,full,msmarco_9685,0,87,27,114,provider,1185,0.0,0.0,0.258865,0.0,0.0,[],"The provided documents are empty. Therefore, the evidence is insufficient to answer the question of how long it takes to boil beets.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,msmarco_9685,3,408,31,439,provider,1122,0.24,1.0,0.341206,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0""]","It takes 30-45 minutes to boil beets, depending on their size, but can take up to 60 minutes for larger beets.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,msmarco_9685,5,640,80,720,provider,2199,0.109091,1.0,0.336366,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4"", ""msmarco_9685_p3""]","The time it takes to boil beets can vary depending on their size. According to the documents, the boiling time is as follows:
- 30-45 minutes for average-sized beets (Document 1, Document 3)
- 30-40 minutes for whole young beets (Document 2)
- 20-30 minutes for beets boiled on the stovetop",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,msmarco_9685,7,832,80,912,provider,2302,0.098361,1.0,0.36041,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4"", ""msmarco_9685_p3"", ""msmarco_9685_p5"", ""msmarco_9851_p5""]","The time it takes to boil beets can vary depending on their size. According to the documents, here are some general guidelines:

- Whole young beets: 30-40 minutes
- Larger beets: 45-60 minutes
- Old beets: 1 hour or more

It's also worth noting that the cooking time can be reduced by using alternative methods, such as mic",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,msmarco_9685,10,1205,80,1285,provider,2404,0.098361,1.0,0.36041,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4"", ""msmarco_9685_p3"", ""msmarco_9685_p5"", ""msmarco_9851_p5"", ""msmarco_9654_p7"", ""msmarco_9673_p6"", ""msmarco_9754_p3""]","The time it takes to boil beets can vary depending on their size. According to the documents, here are some general guidelines:

- Whole young beets: 30-40 minutes
- Larger beets: 45-60 minutes
- Old beets: 1 hour or more

It's also worth noting that the cooking time can be reduced by using alternative methods, such as mic",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,msmarco_9685,5,640,80,720,provider,2337,0.098361,1.0,0.302827,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4"", ""msmarco_9685_p3""]","The time it takes to boil beets can vary depending on their size. According to the documents, here are some general guidelines:

- Whole young beets: 30-40 minutes
- Larger or older beets: 45-60 minutes
- Some sources suggest that boiling can take up to 1 hour for larger beets.

Overall, the boiling time for beets typically ranges from",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,msmarco_9685,4,522,32,554,provider,1275,0.230769,1.0,0.336098,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4""]","It takes 30-45 minutes to boil beets, depending on their size, but it can take up to 60 minutes for larger beets.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,msmarco_9685,8,857,80,937,provider,2367,0.115385,1.0,0.397009,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4"", ""msmarco_9685_p3"", ""msmarco_9685_p5"", ""msmarco_9851_p5"", ""msmarco_9654_p7""]","The time it takes to boil beets can vary depending on their size. According to the documents, here are some general guidelines:

- Small to medium beets: 20-40 minutes (Document 5, Document 2)
- Medium to large beets: 30-45 minutes (Document 1, Document 3, Document 2)
- Large beets: 45-",False,,937,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,msmarco_9685,4,526,57,583,provider,1885,0.142857,1.0,0.359511,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4""]","It takes 30-45 minutes to boil beets, depending on their size, but it can take up to 60 minutes for larger beets. This information is consistent across multiple documents (Document 1, Document 2, Document 3, and Document 4).",False,,583,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,msmarco_9685,4,526,57,583,provider,1783,0.142857,1.0,0.359511,0.5,0.333333,"[""msmarco_9685_p1"", ""msmarco_9685_p2"", ""msmarco_9685_p0"", ""msmarco_9685_p4""]","It takes 30-45 minutes to boil beets, depending on their size, but it can take up to 60 minutes for larger beets. This information is consistent across multiple documents (Document 1, Document 2, Document 3, and Document 4).",False,ultra_route:claim_or_focused_evidence,583,0
no_retrieval_full,No Retrieval,no_retrieval,full,msmarco_9741,0,85,25,110,provider,1171,0.25,0.363636,0.476844,0.0,0.0,[],"The provided documents are empty. Therefore, the evidence is insufficient to answer the question about the cause of atherosclerosis.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,msmarco_9741,3,417,56,473,provider,2021,0.344828,0.818182,0.861514,0.5,0.333333,"[""msmarco_9741_p1"", ""msmarco_9741_p8"", ""msmarco_9741_p4""]","Atherosclerosis is caused by the slow buildup of plaque on the inside walls of the arteries. The plaque is made up of fat, cholesterol, calcium, and other substances found in the blood. This buildup narrows the arteries, disrupting the flow of blood around the body.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,msmarco_9741,5,736,80,816,provider,2339,0.311688,0.909091,0.829439,0.5,0.333333,"[""msmarco_9741_p1"", ""msmarco_9741_p8"", ""msmarco_9741_p4"", ""msmarco_9741_p7"", ""msmarco_9741_p2""]","Atherosclerosis is caused by the slow buildup of plaque on the inside walls of the arteries. The plaque is made up of fat, cholesterol, calcium, and other substances found in the blood. According to Document 4, the buildup of plaque can be a result of various factors, including diabetes, genetic risk factors, high blood pressure, a high-fat diet, obesity, high blood cholesterol levels,",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,msmarco_9741,7,1062,80,1142,provider,2269,0.311688,0.909091,0.829439,0.5,0.333333,"[""msmarco_9741_p1"", ""msmarco_9741_p8"", ""msmarco_9741_p4"", ""msmarco_9741_p7"", ""msmarco_9741_p2"", ""msmarco_9741_p0"", ""msmarco_9741_p5""]","Atherosclerosis is caused by the slow buildup of plaque on the inside walls of the arteries. The plaque is made up of fat, cholesterol, calcium, and other substances found in the blood. According to Document 4, the buildup of plaque can be a result of various factors, including diabetes, genetic risk factors, high blood pressure, a high-fat diet, obesity, high blood cholesterol levels,",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,msmarco_9741,10,1473,80,1553,provider,2306,0.285714,0.909091,0.830502,0.5,0.333333,"[""msmarco_9741_p1"", ""msmarco_9741_p8"", ""msmarco_9741_p4"", ""msmarco_9741_p7"", ""msmarco_9741_p2"", ""msmarco_9741_p0"", ""msmarco_9741_p5"", ""msmarco_9741_p6"", ""msmarco_9741_p3"", ""msmarco_9677_p8""]","Atherosclerosis is caused by the slow buildup of plaque on the inside walls of the arteries. The plaque is made up of fat, cholesterol, calcium, and other substances found in the blood. According to Document 4, the buildup of plaque can be the result of various factors, including diabetes, genetic risk factors, high blood pressure, a high-fat diet, obesity, high blood cholesterol levels,",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,msmarco_9741,7,1062,80,1142,provider,2285,0.285714,0.909091,0.830502,0.5,0.333333,"[""msmarco_9741_p1"", ""msmarco_9741_p8"", ""msmarco_9741_p4"", ""msmarco_9741_p7"", ""msmarco_9741_p2"", ""msmarco_9741_p0"", ""msmarco_9741_p5""]","Atherosclerosis is caused by the slow buildup of plaque on the inside walls of the arteries. The plaque is made up of fat, cholesterol, calcium, and other substances found in the blood. According to Document 4, the buildup of plaque can be the result of various factors, including diabetes, genetic risk factors, high blood pressure, a high-fat diet, obesity, high blood cholesterol levels,",False,,0,0
