mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
adaptive_k_full,Adaptive-k,adaptive_k,full,asqa_51,2,249,78,327,provider,2288,0.319527,0.217391,0.71232,0.412532,1.0,"[""asqa_ad0bd75af48397c0"", ""asqa_099df353c21b5ccb""]","The provided documents do not mention the specific opening act for Shania Twain in Ottawa. They do mention that Bastian Baker was the opening act for all 77 dates of the Now Tour in 2018, but they do not specify the opening act for a particular concert in Ottawa. Therefore, the evidence is insufficient to determine who is opening for Shania Twain in Ottawa.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,asqa_51,3,384,116,500,provider,3110,0.316832,0.231884,0.713055,0.539003,1.0,"[""asqa_ad0bd75af48397c0"", ""asqa_099df353c21b5ccb"", ""asqa_15c87742a402b538""]","The provided documents do not mention the opening act for Shania Twain's tour in Ottawa specifically. However, according to Document 2, Bastian Baker was the opening act for all 77 dates of the Now Tour in 2018. Since Ottawa is not explicitly mentioned, but it can be inferred that the tour likely included a stop in Ottawa, the evidence suggests that Bastian Baker may have been the opening act. Nevertheless, the evidence is insufficient to confirm this with absolute certainty, as the documents do not provide a specific tour schedule or confirmation of the Ottawa date.",False,,500,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,asqa_51,2,288,59,347,provider,1776,0.285714,0.217391,0.733905,0.412532,1.0,"[""asqa_ad0bd75af48397c0"", ""asqa_099df353c21b5ccb""]","The evidence is insufficient to determine who is opening for Shania Twain in Ottawa, as the provided documents only mention Bastian Baker as the opening act for her 2018 Now Tour, but do not specify the current or upcoming tour dates or opening acts, particularly for the Ottawa show.",False,,347,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,asqa_51,3,384,60,444,provider,1881,0.296774,0.202899,0.761418,0.539003,1.0,"[""asqa_ad0bd75af48397c0"", ""asqa_099df353c21b5ccb"", ""asqa_15c87742a402b538""]","The evidence is insufficient to determine who is opening for Shania Twain in Ottawa, as the provided documents only mention Bastian Baker as the opening act for the Now Tour in 2018, but do not provide information about the current or any other tour's opening acts, specifically in Ottawa.",False,safe_route:long_answer_setting,444,0
no_retrieval_full,No Retrieval,no_retrieval,full,asqa_52,0,88,18,106,provider,863,0.12,0.033333,0.033712,0.0,0.0,[],"The provided documents are empty. Therefore, the evidence is insufficient to answer the question.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,asqa_52,3,215,49,264,provider,1592,0.333333,0.366667,0.728658,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023"", ""asqa_b3d04b2b47660c80""]","The evidence is insufficient. The provided documents do not contain information about when Last Chance U Season 3 takes place. They only mention that Last Chance U is a documentary series on Netflix, but do not provide specific details about Season 3.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,asqa_52,5,490,24,514,provider,1055,0.321429,0.266667,0.574171,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023"", ""asqa_b3d04b2b47660c80"", ""asqa_e779ed1a48e1e250"", ""asqa_8c08eec6706b79f4""]",The evidence is insufficient. The provided documents do not contain information about when Last Chance U Season 3 takes place.,False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,asqa_52,7,667,24,691,provider,985,0.321429,0.266667,0.652847,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023"", ""asqa_b3d04b2b47660c80"", ""asqa_e779ed1a48e1e250"", ""asqa_8c08eec6706b79f4"", ""asqa_107cbdc6298ff39b"", ""asqa_7495f7d7029af326""]",The provided documents do not contain information about when Last Chance U Season 3 takes place. The evidence is insufficient.,False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,asqa_52,10,862,24,886,provider,1006,0.321429,0.266667,0.574171,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023"", ""asqa_b3d04b2b47660c80"", ""asqa_e779ed1a48e1e250"", ""asqa_8c08eec6706b79f4"", ""asqa_107cbdc6298ff39b"", ""asqa_7495f7d7029af326"", ""asqa_161938ac35b7df8c"", ""asqa_8e0030b1e9279943"", ""asqa_b9196bf67ac4ab0e""]",The evidence is insufficient. The provided documents do not contain information about when Last Chance U Season 3 takes place.,False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,asqa_52,7,667,24,691,provider,995,0.321429,0.266667,0.574171,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023"", ""asqa_b3d04b2b47660c80"", ""asqa_e779ed1a48e1e250"", ""asqa_8c08eec6706b79f4"", ""asqa_107cbdc6298ff39b"", ""asqa_7495f7d7029af326""]",The evidence is insufficient. The provided documents do not contain information about when Last Chance U Season 3 takes place.,False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,asqa_52,2,170,22,192,provider,1001,0.333333,0.266667,0.533651,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023""]",The evidence is insufficient. The provided documents do not mention when Last Chance U Season 3 takes place.,False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,asqa_52,3,237,24,261,provider,960,0.321429,0.266667,0.652847,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023"", ""asqa_b3d04b2b47660c80""]",The provided documents do not contain information about when Last Chance U Season 3 takes place. The evidence is insufficient.,False,,261,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,asqa_52,2,209,55,264,provider,1761,0.333333,0.4,0.774128,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023""]","The evidence is insufficient. The provided documents do not contain information about when Last Chance U Season 3 takes place. They only mention that Last Chance U is an American documentary streaming television series produced and premiered by Netflix, but do not provide specific details about Season 3.",False,,264,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,asqa_52,3,237,48,285,provider,1487,0.363636,0.366667,0.695202,1.0,1.0,"[""asqa_3996bcb7aa379426"", ""asqa_bde56b4a1c308023"", ""asqa_b3d04b2b47660c80""]","The evidence is insufficient. The provided documents do not contain information about when Last Chance U Season 3 takes place. They only mention the series in general, but do not provide a specific time frame or release date for Season 3.",False,safe_route:long_answer_setting,285,0
no_retrieval_full,No Retrieval,no_retrieval,full,asqa_53,0,89,27,116,provider,1022,0.142857,0.152542,0.513826,0.0,0.0,[],"The provided documents are empty. Therefore, the evidence is insufficient to answer the question about the most points scored in an NBA game.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,asqa_53,3,571,94,665,provider,2598,0.438356,0.40678,0.879437,1.0,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_e38f79c04807783a"", ""asqa_d0ade97885a9c2b9""]","The most points scored in an NBA game by a single player is 100 points, achieved by Wilt Chamberlain in a game between the Philadelphia Warriors and the New York Knicks on March 2, 1962. However, if you're referring to the most points scored in a game by a team, the answer is 186 points, achieved by the Detroit Pistons in a triple-overtime game against the Denver Nuggets on December 13, 1983.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,asqa_53,5,686,108,794,provider,2942,0.484848,0.491525,0.893756,1.0,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_e38f79c04807783a"", ""asqa_d0ade97885a9c2b9"", ""asqa_c70dba1f7ab0fccb"", ""asqa_35fcfee83b39003b""]","The most points scored in an NBA game by a single player is 100 points, achieved by Wilt Chamberlain in a game between the Philadelphia Warriors and the New York Knicks on March 2, 1962. However, if you're referring to the most points scored by a team, it is 186 points, achieved by the Detroit Pistons in a triple-overtime game against the Denver Nuggets on December 13, 1983. The combined score of 370 points in that game is also the highest in NBA history.",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,asqa_53,7,828,110,938,provider,2959,0.456897,0.423729,0.903724,1.0,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_e38f79c04807783a"", ""asqa_d0ade97885a9c2b9"", ""asqa_c70dba1f7ab0fccb"", ""asqa_35fcfee83b39003b"", ""asqa_5012b97017e0bafe"", ""asqa_b10e205b72ec6553""]","The most points scored in an NBA game by a single player is 100 points, achieved by Wilt Chamberlain in a game between the Philadelphia Warriors and the New York Knicks on March 2, 1962. However, if you're referring to the most points scored in a game by both teams, the highest total is 370 points, achieved in a triple-overtime game between the Detroit Pistons and the Denver Nuggets on December 13, 1983, with the Pistons scoring 186 points and the Nuggets scoring 184 points.",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,asqa_53,10,1075,121,1196,provider,3260,0.53112,0.423729,0.917475,1.0,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_e38f79c04807783a"", ""asqa_d0ade97885a9c2b9"", ""asqa_c70dba1f7ab0fccb"", ""asqa_35fcfee83b39003b"", ""asqa_5012b97017e0bafe"", ""asqa_b10e205b72ec6553"", ""asqa_3dfcfcc32b278956"", ""asqa_12000dc5d4e761e5"", ""asqa_54823fe17a828d31""]","The most points scored in an NBA game by a single player is 100 points, achieved by Wilt Chamberlain in a game between the Philadelphia Warriors and the New York Knicks on March 2, 1962. The most points scored by a team in a game is 186 points, achieved by the Detroit Pistons in a triple-overtime game against the Denver Nuggets on December 13, 1983. The most points scored in a game by both teams is 370 points, achieved in the same game between the Detroit Pistons and the Denver Nuggets on December 13, 1983.",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,asqa_53,5,686,122,808,provider,3219,0.528926,0.423729,0.91812,1.0,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_e38f79c04807783a"", ""asqa_d0ade97885a9c2b9"", ""asqa_c70dba1f7ab0fccb"", ""asqa_35fcfee83b39003b""]","The most points scored in an NBA game by a single player is 100 points, achieved by Wilt Chamberlain in a game between the Philadelphia Warriors and the New York Knicks on March 2, 1962. The most points scored by a team in a game is 186 points, achieved by the Detroit Pistons in a triple-overtime game against the Denver Nuggets on December 13, 1983. The most points scored in a game by both teams is 370 points, also achieved in the same game between the Detroit Pistons and the Denver Nuggets on December 13, 1983.",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,asqa_53,1,367,87,454,provider,2455,0.441315,0.389831,0.895908,0.613147,1.0,"[""asqa_d08872a2766dfa04""]","The most points scored by a team in an NBA game is 186 points, achieved by the Detroit Pistons in a triple-overtime game against the Denver Nuggets on December 13, 1983. However, the most points scored by an individual player in an NBA game is 100 points, achieved by Wilt Chamberlain in a game between the Philadelphia Warriors and the New York Knicks on March 2, 1962.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,asqa_53,3,472,81,553,provider,2291,0.523364,0.355932,0.881548,1.0,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_e38f79c04807783a"", ""asqa_d0ade97885a9c2b9""]","The most points scored by a single player in an NBA game is 100 points, achieved by Wilt Chamberlain. The most points scored by one team in an NBA game is 186 points, achieved by the Pistons in a game against the Nuggets. The most combined points scored by two teams in an NBA game is 370 points, achieved by the Pistons and the Nuggets in the same game.",False,,553,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,asqa_53,2,349,80,429,provider,2218,0.5,0.338983,0.889415,0.613147,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_d0ade97885a9c2b9""]","The most points scored by a single player in an NBA game is 100 points, achieved by Wilt Chamberlain. However, the most points scored by a team in an NBA game is 186 points, achieved by the Pistons in a game against the Nuggets. The most points scored in a single game by both teams combined is 370 points, also achieved by the Pistons and the Nuggets.",False,,429,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,asqa_53,3,472,78,550,provider,2135,0.50237,0.338983,0.88852,1.0,1.0,"[""asqa_d08872a2766dfa04"", ""asqa_e38f79c04807783a"", ""asqa_d0ade97885a9c2b9""]","The most points scored by a single player in an NBA game is 100 points, achieved by Wilt Chamberlain. The most points scored by a team in an NBA game is 186 points, achieved by the Pistons in a game against the Nuggets. The most points scored in a single game by both teams combined is 370 points, also achieved by the Pistons and the Nuggets.",False,safe_route:long_answer_setting,550,0
no_retrieval_full,No Retrieval,no_retrieval,full,asqa_54,0,87,17,104,provider,934,0.138889,0.073171,0.062062,0.0,0.0,[],"The documents provided are empty, so the evidence is insufficient to answer the question.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,asqa_54,3,317,56,373,provider,1886,0.34,0.268293,0.655629,0.613147,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e"", ""asqa_2092efd5b4f549dc""]","To test for lipids, you use the emulsion test. This involves suspending a sample in ethanol to dissolve the lipids, then decanting the liquid into water, which causes the lipids to fall out of the solution and form a cloudy white emulsion.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,asqa_54,5,482,56,538,provider,1752,0.34,0.268293,0.655629,0.613147,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e"", ""asqa_2092efd5b4f549dc"", ""asqa_fe9e3f6287e03e3a"", ""asqa_10a051e51ffaaab4""]","To test for lipids, you use the emulsion test. This involves suspending a sample in ethanol to dissolve the lipids, then decanting the liquid into water, which causes the lipids to fall out of the solution and form a cloudy white emulsion.",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,asqa_54,7,690,62,752,provider,2751,0.349515,0.317073,0.643986,0.613147,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e"", ""asqa_2092efd5b4f549dc"", ""asqa_fe9e3f6287e03e3a"", ""asqa_10a051e51ffaaab4"", ""asqa_3a41b1abd5ab14f7"", ""asqa_9f25e339a9e5fadd""]","To test for lipids, you can use the emulsion test. This involves suspending the sample in ethanol, allowing the lipids to dissolve, and then decanting the liquid into water. The lipids will fall out of the solution, creating a cloudy white emulsion, indicating their presence.",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,asqa_54,10,1023,55,1078,provider,1681,0.40404,0.292683,0.636532,0.797723,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e"", ""asqa_2092efd5b4f549dc"", ""asqa_fe9e3f6287e03e3a"", ""asqa_10a051e51ffaaab4"", ""asqa_3a41b1abd5ab14f7"", ""asqa_9f25e339a9e5fadd"", ""asqa_8946cafa201a0f4d"", ""asqa_38becc580ff6cc45"", ""asqa_c7e84bc9241be4cf""]","To test for lipids, you can use the emulsion test, which is a method that involves suspending a sample in ethanol to dissolve the lipids, then decanting the liquid into water, resulting in a cloudy white emulsion if lipids are present.",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,asqa_54,3,317,56,373,provider,2754,0.34,0.268293,0.655629,0.613147,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e"", ""asqa_2092efd5b4f549dc""]","To test for lipids, you use the emulsion test. This involves suspending a sample in ethanol to dissolve the lipids, then decanting the liquid into water, which causes the lipids to fall out of the solution and form a cloudy white emulsion.",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,asqa_54,1,198,14,212,provider,784,0.208955,0.146341,0.755433,0.613147,1.0,"[""asqa_197890a67f787645""]","To test for lipids, you use the emulsion test.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,asqa_54,3,341,59,400,provider,1820,0.372549,0.268293,0.650789,0.613147,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e"", ""asqa_2092efd5b4f549dc""]","To test for lipids, you use the emulsion test. This method involves suspending a sample in ethanol to dissolve the lipids, then decanting the liquid into water, resulting in a cloudy white emulsion if lipids are present, as they do not dissolve in water.",False,,400,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,asqa_54,2,260,50,310,provider,1583,0.340426,0.219512,0.653076,0.613147,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e""]","To test for lipids, you use the emulsion test. This involves suspending a sample in ethanol to dissolve the lipids, then decanting the liquid into water, resulting in a cloudy white emulsion if lipids are present.",False,,310,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,asqa_54,3,341,59,400,provider,1683,0.372549,0.268293,0.650789,0.613147,1.0,"[""asqa_197890a67f787645"", ""asqa_24e512dd3ee53e2e"", ""asqa_2092efd5b4f549dc""]","To test for lipids, you use the emulsion test. This method involves suspending a sample in ethanol to dissolve the lipids, then decanting the liquid into water, resulting in a cloudy white emulsion if lipids are present, as they do not dissolve in water.",False,safe_route:long_answer_setting,400,0
no_retrieval_full,No Retrieval,no_retrieval,full,asqa_55,0,88,129,217,provider,3342,0.251572,0.342105,0.777969,0.0,0.0,[],"The song ""Home Among the Gum Trees"" was written by Bob Brown, and later made famous by John Williamson, and then by Bulli Bush Band, and then by Lee Kernaghan, however the most famous version is by John Williamson, but the original writer is Bob Brown, however another version was written by Wally Johnson and Bob Brown and then later by John Williamson, however the most well known version is by John Williamson, but the original writer is Wally Johnson and Bob Brown, however the version that is most well known is the one by John Williamson, but the original writer of the song is Wally Johnson and Bob Brown.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,asqa_55,3,326,34,360,provider,1237,0.60274,0.552632,0.915812,1.0,1.0,"[""asqa_dff7e3eef6f8777e"", ""asqa_393367fa74e7b996"", ""asqa_37efd95b49f6f5fb""]","The song ""Give Me a Home Among the Gumtrees"" was written by Wally Johnson and Bob Brown (also known as Captain Rock) in 1974.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,asqa_55,5,488,34,522,provider,1236,0.567568,0.526316,0.884641,1.0,1.0,"[""asqa_dff7e3eef6f8777e"", ""asqa_393367fa74e7b996"", ""asqa_37efd95b49f6f5fb"", ""asqa_8946cafa201a0f4d"", ""asqa_db4395abff785f01""]","The song ""Give Me a Home Among the Gum Trees"" was written by Wally Johnson and Bob Brown (also known as Captain Rock) in 1974.",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,asqa_55,7,672,34,706,provider,1255,0.567568,0.526316,0.884641,1.0,1.0,"[""asqa_dff7e3eef6f8777e"", ""asqa_393367fa74e7b996"", ""asqa_37efd95b49f6f5fb"", ""asqa_8946cafa201a0f4d"", ""asqa_db4395abff785f01"", ""asqa_c0b20a88290d6bf9"", ""asqa_6dbc0ffa6e0ec5b2""]","The song ""Give Me a Home Among the Gum Trees"" was written by Wally Johnson and Bob Brown (also known as Captain Rock) in 1974.",False,,0,0
